"Currency","Date","Rate"
"USD",2016-07-01,"2.32"
"USD",2016-07-02,"2.3093"
"USD",2016-07-03,"2.3093"
"USD",2016-07-04,"2.3093"
"USD",2016-07-05,"2.3076"
"USD",2016-07-06,"2.3097"
"USD",2016-07-07,"2.3194"
"USD",2016-07-08,"2.3302"
"USD",2016-07-09,"2.3391"
"USD",2016-07-10,"2.3391"
"USD",2016-07-11,"2.3391"
"USD",2016-07-12,"2.3393"
"USD",2016-07-13,"2.3413"
"USD",2016-07-14,"2.3527"
"USD",2016-07-15,"2.3453"
"USD",2016-07-16,"2.3407"
"USD",2016-07-17,"2.3407"
"USD",2016-07-18,"2.3407"
"USD",2016-07-19,"2.3406"
"USD",2016-07-20,"2.3459"
"USD",2016-07-21,"2.3480"
"USD",2016-07-22,"2.3481"
"USD",2016-07-23,"2.3479"
"USD",2016-07-24,"2.3479"
"USD",2016-07-25,"2.3479"
"USD",2016-07-26,"2.3473"
"USD",2016-07-27,"2.3450"
"USD",2016-07-28,"2.3453"
"USD",2016-07-29,"2.3460"
"USD",2016-07-30,"2.3479"
"USD",2016-07-31,"2.3479"
"USD",2016-08-01,"2.3479"
"USD",2016-08-02,"2.3492"
"USD",2016-08-03,"2.3484"
"USD",2016-08-04,"2.3470"
"USD",2016-08-05,"2.3474"
"USD",2016-08-06,"2.3477"
"USD",2016-08-07,"2.3477"
"USD",2016-08-08,"2.3477"
"USD",2016-08-09,"2.3486"
"USD",2016-08-10,"2.3416"
"USD",2016-08-11,"2.3404"
"USD",2016-08-12,"2.3408"
"USD",2016-08-13,"2.3398"
"USD",2016-08-14,"2.3398"
"USD",2016-08-15,"2.3398"
"USD",2016-08-16,"2.3354"
"USD",2016-08-17,"2.3226"
"USD",2016-08-18,"2.3174"
"USD",2016-08-19,"2.2930"
"USD",2016-08-20,"2.2814"
"USD",2016-08-21,"2.2814"
"USD",2016-08-22,"2.2814"
"USD",2016-08-23,"2.2788"
"USD",2016-08-24,"2.2789"
"USD",2016-08-25,"2.2976"
"USD",2016-08-26,"2.2857"
"USD",2016-08-27,"2.2856"
"USD",2016-08-28,"2.2856"
"USD",2016-08-29,"2.2856"
"USD",2016-08-30,"2.2914"
"USD",2016-08-31,"2.3056"
"USD",2016-09-01,"2.3062"
"USD",2016-09-02,"2.2932"
"USD",2016-09-03,"2.2938"
"USD",2016-09-04,"2.2938"
"USD",2016-09-05,"2.2938"
"USD",2016-09-06,"2.2967"
"USD",2016-09-07,"2.3030"
"USD",2016-09-08,"2.3060"
"USD",2016-09-09,"2.3069"
"USD",2016-09-10,"2.3117"
"USD",2016-09-11,"2.3117"
"USD",2016-09-12,"2.3117"
"USD",2016-09-13,"2.3141"
"USD",2016-09-14,"2.3134"
"USD",2016-09-15,"2.3105"
"USD",2016-09-16,"2.3105"
"USD",2016-09-17,"2.3111"
"USD",2016-09-18,"2.3111"
"USD",2016-09-19,"2.3111"
"USD",2016-09-20,"2.3167"
"USD",2016-09-21,"2.3191"
"USD",2016-09-22,"2.3195"
"USD",2016-09-23,"2.3124"
"USD",2016-09-24,"2.3132"
"USD",2016-09-25,"2.3132"
"USD",2016-09-26,"2.3132"
"USD",2016-09-27,"2.3345"
"USD",2016-09-28,"2.3276"
"USD",2016-09-29,"2.3286"
"USD",2016-09-30,"2.3297"
"USD",2016-10-01,"2.3297"
"USD",2016-10-02,"2.3297"
"USD",2016-10-03,"2.3297"
"USD",2016-10-04,"2.3277"
"USD",2016-10-05,"2.3341"
"USD",2016-10-06,"2.3341"
"USD",2016-10-07,"2.3363"
"USD",2016-10-08,"2.3337"
"USD",2016-10-09,"2.3337"
"USD",2016-10-10,"2.3337"
"USD",2016-10-11,"2.3340"
"USD",2016-10-12,"2.3365"
"USD",2016-10-13,"2.3527"
"USD",2016-10-14,"2.3537"
"USD",2016-10-15,"2.3537"
"USD",2016-10-16,"2.3537"
"USD",2016-10-17,"2.3537"
"USD",2016-10-18,"2.3752"
"USD",2016-10-19,"2.3683"
"USD",2016-10-20,"2.3674"
"USD",2016-10-21,"2.3699"
"USD",2016-10-22,"2.3679"
"USD",2016-10-23,"2.3679"
"USD",2016-10-24,"2.3679"
"USD",2016-10-25,"2.3803"
"USD",2016-10-26,"2.3888"
"USD",2016-10-27,"2.4080"
"USD",2016-10-28,"2.4079"
"USD",2016-10-29,"2.4091"
"USD",2016-10-30,"2.4091"
"USD",2016-10-31,"2.4091"
"USD",2016-11-01,"2.4089"
"USD",2016-11-02,"2.4123"
"USD",2016-11-03,"2.4195"
"USD",2016-11-04,"2.4371"
"USD",2016-11-05,"2.4516"
"USD",2016-11-06,"2.4516"
"USD",2016-11-07,"2.4516"
"USD",2016-11-08,"2.4466"
"USD",2016-11-09,"2.4462"
"USD",2016-11-10,"2.4546"
"USD",2016-11-11,"2.4773"
"USD",2016-11-12,"2.4899"
"USD",2016-11-13,"2.4899"
"USD",2016-11-14,"2.4899"
"USD",2016-11-15,"2.4890"
"USD",2016-11-16,"2.4956"
"USD",2016-11-17,"2.4926"
"USD",2016-11-18,"2.4861"
"USD",2016-11-19,"2.4889"
"USD",2016-11-20,"2.4889"
"USD",2016-11-21,"2.4889"
"USD",2016-11-22,"2.4903"
"USD",2016-11-23,"2.4978"
"USD",2016-11-24,"2.4978"
"USD",2016-11-25,"2.4852"
"USD",2016-11-26,"2.5026"
"USD",2016-11-27,"2.5026"
"USD",2016-11-28,"2.5026"
"USD",2016-11-29,"2.5078"
"USD",2016-11-30,"2.5311"
"USD",2016-12-01,"2.5352"
"USD",2016-12-02,"2.5871"
"USD",2016-12-03,"2.5599"
"USD",2016-12-04,"2.5599"
"USD",2016-12-05,"2.5599"
"USD",2016-12-06,"2.5598"
"USD",2016-12-07,"2.5744"
"USD",2016-12-08,"2.5739"
"USD",2016-12-09,"2.5738"
"USD",2016-12-10,"2.5887"
"USD",2016-12-11,"2.5887"
"USD",2016-12-12,"2.5887"
"USD",2016-12-13,"2.6154"
"USD",2016-12-14,"2.6599"
"USD",2016-12-15,"2.6604"
"USD",2016-12-16,"2.6686"
"USD",2016-12-17,"2.6837"
"USD",2016-12-18,"2.6837"
"USD",2016-12-19,"2.6837"
"USD",2016-12-20,"2.7412"
"USD",2016-12-21,"2.7831"
"USD",2016-12-22,"2.7846"
"USD",2016-12-23,"2.7710"
"USD",2016-12-24,"2.7507"
"USD",2016-12-25,"2.7507"
"USD",2016-12-26,"2.7507"
"USD",2016-12-27,"2.7302"
"USD",2016-12-28,"2.6683"
"USD",2016-12-29,"2.6441"
"USD",2016-12-30,"2.6562"
"USD",2016-12-31,"2.6468"
"USD",2017-01-01,"2.6468"
"USD",2017-01-02,"2.6468"
"USD",2017-01-03,"2.6468"
"USD",2017-01-04,"2.6478"
"USD",2017-01-05,"2.6692"
"USD",2017-01-06,"2.7303"
"USD",2017-01-07,"2.7674"
"USD",2017-01-08,"2.7674"
"USD",2017-01-09,"2.7674"
"USD",2017-01-10,"2.7550"
"USD",2017-01-11,"2.7403"
"USD",2017-01-12,"2.7395"
"USD",2017-01-13,"2.7372"
"USD",2017-01-14,"2.7211"
"USD",2017-01-15,"2.7211"
"USD",2017-01-16,"2.7211"
"USD",2017-01-17,"2.7084"
"USD",2017-01-18,"2.6543"
"USD",2017-01-19,"2.6624"
"USD",2017-01-20,"2.6624"
"USD",2017-01-21,"2.6763"
"USD",2017-01-22,"2.6763"
"USD",2017-01-23,"2.6763"
"USD",2017-01-24,"2.6868"
"USD",2017-01-25,"2.6891"
"USD",2017-01-26,"2.6922"
"USD",2017-01-27,"2.6987"
"USD",2017-01-28,"2.7021"
"USD",2017-01-29,"2.7021"
"USD",2017-01-30,"2.7021"
"USD",2017-01-31,"2.7061"
"USD",2017-02-01,"2.7077"
"USD",2017-02-02,"2.7090"
"USD",2017-02-03,"2.7052"
"USD",2017-02-04,"2.6816"
"USD",2017-02-05,"2.6816"
"USD",2017-02-06,"2.6816"
"USD",2017-02-07,"2.6795"
"USD",2017-02-08,"2.6656"
"USD",2017-02-09,"2.6627"
"USD",2017-02-10,"2.6454"
"USD",2017-02-11,"2.6223"
"USD",2017-02-12,"2.6223"
"USD",2017-02-13,"2.6223"
"USD",2017-02-14,"2.6288"
"USD",2017-02-15,"2.6467"
"USD",2017-02-16,"2.6447"
"USD",2017-02-17,"2.6419"
"USD",2017-02-18,"2.6429"
"USD",2017-02-19,"2.6429"
"USD",2017-02-20,"2.6429"
"USD",2017-02-21,"2.6386"
"USD",2017-02-22,"2.6325"
"USD",2017-02-23,"2.6029"
"USD",2017-02-24,"2.6014"
"USD",2017-02-25,"2.5883"
"USD",2017-02-26,"2.5883"
"USD",2017-02-27,"2.5883"
"USD",2017-02-28,"2.5837"
"USD",2017-03-01,"2.5494"
"USD",2017-03-02,"2.4828"
"USD",2017-03-03,"2.4289"
"USD",2017-03-04,"2.4289"
"USD",2017-03-05,"2.4289"
"USD",2017-03-06,"2.4289"
"USD",2017-03-07,"2.4604"
"USD",2017-03-08,"2.4596"
"USD",2017-03-09,"2.4596"
"USD",2017-03-10,"2.4767"
"USD",2017-03-11,"2.5111"
"USD",2017-03-12,"2.5111"
"USD",2017-03-13,"2.5111"
"USD",2017-03-14,"2.5052"
"USD",2017-03-15,"2.4854"
"USD",2017-03-16,"2.4910"
"USD",2017-03-17,"2.5039"
"USD",2017-03-18,"2.4817"
"USD",2017-03-19,"2.4817"
"USD",2017-03-20,"2.4817"
"USD",2017-03-21,"2.4816"
"USD",2017-03-22,"2.4491"
"USD",2017-03-23,"2.4498"
"USD",2017-03-24,"2.4509"
"USD",2017-03-25,"2.4513"
"USD",2017-03-26,"2.4513"
"USD",2017-03-27,"2.4513"
"USD",2017-03-28,"2.4455"
"USD",2017-03-29,"2.4432"
"USD",2017-03-30,"2.4472"
"USD",2017-03-31,"2.4452"
"USD",2017-04-01,"2.4313"
"USD",2017-04-02,"2.4313"
"USD",2017-04-03,"2.4313"
"USD",2017-04-04,"2.4354"
"USD",2017-04-05,"2.4220"
"USD",2017-04-06,"2.4276"
"USD",2017-04-07,"2.4270"
"USD",2017-04-08,"2.4151"
"USD",2017-04-09,"2.4151"
"USD",2017-04-10,"2.4151"
"USD",2017-04-11,"2.4158"
"USD",2017-04-12,"2.4097"
"USD",2017-04-13,"2.3915"
"USD",2017-04-14,"2.3896"
"USD",2017-04-15,"2.3896"
"USD",2017-04-16,"2.3896"
"USD",2017-04-17,"2.3896"
"USD",2017-04-18,"2.3896"
"USD",2017-04-19,"2.3824"
"USD",2017-04-20,"2.3963"
"USD",2017-04-21,"2.3943"
"USD",2017-04-22,"2.4038"
"USD",2017-04-23,"2.4038"
"USD",2017-04-24,"2.4038"
"USD",2017-04-25,"2.41"
"USD",2017-04-26,"2.4444"
"USD",2017-04-27,"2.4773"
"USD",2017-04-28,"2.4751"
"USD",2017-04-29,"2.4416"
"USD",2017-04-30,"2.4416"
"USD",2017-05-01,"2.4416"
"USD",2017-05-02,"2.4411"
"USD",2017-05-03,"2.4416"
"USD",2017-05-04,"2.4416"
"USD",2017-05-05,"2.4399"
"USD",2017-05-06,"2.4384"
"USD",2017-05-07,"2.4384"
"USD",2017-05-08,"2.4384"
"USD",2017-05-09,"2.4370"
"USD",2017-05-10,"2.4370"
"USD",2017-05-11,"2.4362"
"USD",2017-05-12,"2.4415"
"USD",2017-05-13,"2.4415"
"USD",2017-05-14,"2.4415"
"USD",2017-05-15,"2.4415"
"USD",2017-05-16,"2.4307"
"USD",2017-05-17,"2.4242"
"USD",2017-05-18,"2.4115"
"USD",2017-05-19,"2.4086"
"USD",2017-05-20,"2.4104"
"USD",2017-05-21,"2.4104"
"USD",2017-05-22,"2.4104"
"USD",2017-05-23,"2.4217"
"USD",2017-05-24,"2.4144"
"USD",2017-05-25,"2.4076"
"USD",2017-05-26,"2.4172"
"USD",2017-05-27,"2.4172"
"USD",2017-05-28,"2.4172"
"USD",2017-05-29,"2.4172"
"USD",2017-05-30,"2.4256"
"USD",2017-05-31,"2.4274"
"USD",2017-06-01,"2.4181"
"USD",2017-06-02,"2.4179"
"USD",2017-06-03,"2.4253"
"USD",2017-06-04,"2.4253"
"USD",2017-06-05,"2.4253"
"USD",2017-06-06,"2.4233"
"USD",2017-06-07,"2.4086"
"USD",2017-06-08,"2.4088"
"USD",2017-06-09,"2.4085"
"USD",2017-06-10,"2.4075"
"USD",2017-06-11,"2.4075"
"USD",2017-06-12,"2.4075"
"USD",2017-06-13,"2.4062"
"USD",2017-06-14,"2.4105"
"USD",2017-06-15,"2.4101"
"USD",2017-06-16,"2.4083"
"USD",2017-06-17,"2.4106"
"USD",2017-06-18,"2.4106"
"USD",2017-06-19,"2.4106"
"USD",2017-06-20,"2.4094"
"USD",2017-06-21,"2.4081"
"USD",2017-06-22,"2.4081"
"USD",2017-06-23,"2.4080"
"USD",2017-06-24,"2.4110"
"USD",2017-06-25,"2.4110"
"USD",2017-06-26,"2.4110"
"USD",2017-06-27,"2.4075"
"USD",2017-06-28,"2.4075"
"USD",2017-06-29,"2.4074"
"USD",2017-06-30,"2.4072"
"USD",2017-07-01,"2.4036"
"USD",2017-07-02,"2.4036"
"USD",2017-07-03,"2.4036"
"USD",2017-07-04,"2.40"
"USD",2017-07-05,"2.3993"
"USD",2017-07-06,"2.3980"
"USD",2017-07-07,"2.3969"
"USD",2017-07-08,"2.3966"
"USD",2017-07-09,"2.3966"
"USD",2017-07-10,"2.3966"
"USD",2017-07-11,"2.3949"
"USD",2017-07-12,"2.3943"
"USD",2017-07-13,"2.3941"
"USD",2017-07-14,"2.3970"
"USD",2017-07-15,"2.4015"
"USD",2017-07-16,"2.4015"
"USD",2017-07-17,"2.4015"
"USD",2017-07-18,"2.4047"
"USD",2017-07-19,"2.4039"
"USD",2017-07-20,"2.4014"
"USD",2017-07-21,"2.3995"
"USD",2017-07-22,"2.3983"
"USD",2017-07-23,"2.3983"
"USD",2017-07-24,"2.3983"
"USD",2017-07-25,"2.3987"
"USD",2017-07-26,"2.3987"
"USD",2017-07-27,"2.3993"
"USD",2017-07-28,"2.4022"
"USD",2017-07-29,"2.4009"
"USD",2017-07-30,"2.4009"
"USD",2017-07-31,"2.4009"
"USD",2017-08-01,"2.3956"
"USD",2017-08-02,"2.3952"
"USD",2017-08-03,"2.3951"
"USD",2017-08-04,"2.3928"
"USD",2017-08-05,"2.3910"
"USD",2017-08-06,"2.3910"
"USD",2017-08-07,"2.3910"
"USD",2017-08-08,"2.3904"
"USD",2017-08-09,"2.3903"
"USD",2017-08-10,"2.3902"
"USD",2017-08-11,"2.3901"
"USD",2017-08-12,"2.3902"
"USD",2017-08-13,"2.3902"
"USD",2017-08-14,"2.3902"
"USD",2017-08-15,"2.3895"
"USD",2017-08-16,"2.3888"
"USD",2017-08-17,"2.3885"
"USD",2017-08-18,"2.3885"
"USD",2017-08-19,"2.3895"
"USD",2017-08-20,"2.3895"
"USD",2017-08-21,"2.3895"
"USD",2017-08-22,"2.3910"
"USD",2017-08-23,"2.3913"
"USD",2017-08-24,"2.3946"
"USD",2017-08-25,"2.4169"
"USD",2017-08-26,"2.4158"
"USD",2017-08-27,"2.4158"
"USD",2017-08-28,"2.4158"
"USD",2017-08-29,"2.4158"
"USD",2017-08-30,"2.4184"
"USD",2017-08-31,"2.4274"
"USD",2017-09-01,"2.4301"
"USD",2017-09-02,"2.4387"
"USD",2017-09-03,"2.4387"
"USD",2017-09-04,"2.4387"
"USD",2017-09-05,"2.4502"
"USD",2017-09-06,"2.4926"
"USD",2017-09-07,"2.4802"
"USD",2017-09-08,"2.4630"
"USD",2017-09-09,"2.4618"
"USD",2017-09-10,"2.4618"
"USD",2017-09-11,"2.4618"
"USD",2017-09-12,"2.4616"
"USD",2017-09-13,"2.4589"
"USD",2017-09-14,"2.4587"
"USD",2017-09-15,"2.4604"
"USD",2017-09-16,"2.4663"
"USD",2017-09-17,"2.4663"
"USD",2017-09-18,"2.4663"
"USD",2017-09-19,"2.4727"
"USD",2017-09-20,"2.4738"
"USD",2017-09-21,"2.4778"
"USD",2017-09-22,"2.4808"
"USD",2017-09-23,"2.4804"
"USD",2017-09-24,"2.4804"
"USD",2017-09-25,"2.4804"
"USD",2017-09-26,"2.4829"
"USD",2017-09-27,"2.4806"
"USD",2017-09-28,"2.4817"
"USD",2017-09-29,"2.4835"
"USD",2017-09-30,"2.4767"
"USD",2017-10-01,"2.4767"
"USD",2017-10-02,"2.4767"
"USD",2017-10-03,"2.4764"
"USD",2017-10-04,"2.4731"
"USD",2017-10-05,"2.4687"
"USD",2017-10-06,"2.4792"
"USD",2017-10-07,"2.4790"
"USD",2017-10-08,"2.4790"
"USD",2017-10-09,"2.4790"
"USD",2017-10-10,"2.4786"
"USD",2017-10-11,"2.4798"
"USD",2017-10-12,"2.4830"
"USD",2017-10-13,"2.4831"
"USD",2017-10-14,"2.4808"
"USD",2017-10-15,"2.4808"
"USD",2017-10-16,"2.4808"
"USD",2017-10-17,"2.4826"
"USD",2017-10-18,"2.4839"
"USD",2017-10-19,"2.4844"
"USD",2017-10-20,"2.4863"
"USD",2017-10-21,"2.4864"
"USD",2017-10-22,"2.4864"
"USD",2017-10-23,"2.4864"
"USD",2017-10-24,"2.4894"
"USD",2017-10-25,"2.5206"
"USD",2017-10-26,"2.5317"
"USD",2017-10-27,"2.5496"
"USD",2017-10-28,"2.5612"
"USD",2017-10-29,"2.5612"
"USD",2017-10-30,"2.5612"
"USD",2017-10-31,"2.5873"
"USD",2017-11-01,"2.6112"
"USD",2017-11-02,"2.6106"
"USD",2017-11-03,"2.6297"
"USD",2017-11-04,"2.6284"
"USD",2017-11-05,"2.6284"
"USD",2017-11-06,"2.6284"
"USD",2017-11-07,"2.6108"
"USD",2017-11-08,"2.6008"
"USD",2017-11-09,"2.6272"
"USD",2017-11-10,"2.6370"
"USD",2017-11-11,"2.6499"
"USD",2017-11-12,"2.6499"
"USD",2017-11-13,"2.6499"
"USD",2017-11-14,"2.6538"
"USD",2017-11-15,"2.6830"
"USD",2017-11-16,"2.6955"
"USD",2017-11-17,"2.7039"
"USD",2017-11-18,"2.7268"
"USD",2017-11-19,"2.7268"
"USD",2017-11-20,"2.7268"
"USD",2017-11-21,"2.6890"
"USD",2017-11-22,"2.7060"
"USD",2017-11-23,"2.7137"
"USD",2017-11-24,"2.7137"
"USD",2017-11-25,"2.7062"
"USD",2017-11-26,"2.7062"
"USD",2017-11-27,"2.7062"
"USD",2017-11-28,"2.7183"
"USD",2017-11-29,"2.7228"
"USD",2017-11-30,"2.7225"
"USD",2017-12-01,"2.7193"
"USD",2017-12-02,"2.7085"
"USD",2017-12-03,"2.7085"
"USD",2017-12-04,"2.7085"
"USD",2017-12-05,"2.7055"
"USD",2017-12-06,"2.7031"
"USD",2017-12-07,"2.6975"
"USD",2017-12-08,"2.7008"
"USD",2017-12-09,"2.6794"
"USD",2017-12-10,"2.6794"
"USD",2017-12-11,"2.6794"
"USD",2017-12-12,"2.6673"
"USD",2017-12-13,"2.6258"
"USD",2017-12-14,"2.5772"
"USD",2017-12-15,"2.5597"
"USD",2017-12-16,"2.5405"
"USD",2017-12-17,"2.5405"
"USD",2017-12-18,"2.5405"
"USD",2017-12-19,"2.5453"
"USD",2017-12-20,"2.5473"
"USD",2017-12-21,"2.5283"
"USD",2017-12-22,"2.5266"
"USD",2017-12-23,"2.5342"
"USD",2017-12-24,"2.5342"
"USD",2017-12-25,"2.5342"
"USD",2017-12-26,"2.5372"
"USD",2017-12-27,"2.5751"
"USD",2017-12-28,"2.5876"
"USD",2017-12-29,"2.6131"
"USD",2017-12-30,"2.5922"
"USD",2017-12-31,"2.5922"
"USD",2018-01-01,"2.5922"
"USD",2018-01-02,"2.5922"
"USD",2018-01-03,"2.5922"
"USD",2018-01-04,"2.5902"
"USD",2018-01-05,"2.5851"
"USD",2018-01-06,"2.5967"
"USD",2018-01-07,"2.5967"
"USD",2018-01-08,"2.5967"
"USD",2018-01-09,"2.5895"
"USD",2018-01-10,"2.5803"
"USD",2018-01-11,"2.5778"
"USD",2018-01-12,"2.5671"
"USD",2018-01-13,"2.5616"
"USD",2018-01-14,"2.5616"
"USD",2018-01-15,"2.5616"
"USD",2018-01-16,"2.5423"
"USD",2018-01-17,"2.5451"
"USD",2018-01-18,"2.5463"
"USD",2018-01-19,"2.5429"
"USD",2018-01-20,"2.5429"
"USD",2018-01-21,"2.5429"
"USD",2018-01-22,"2.5429"
"USD",2018-01-23,"2.5340"
"USD",2018-01-24,"2.5117"
"USD",2018-01-25,"2.5098"
"USD",2018-01-26,"2.4999"
"USD",2018-01-27,"2.4578"
"USD",2018-01-28,"2.4578"
"USD",2018-01-29,"2.4578"
"USD",2018-01-30,"2.4950"
"USD",2018-01-31,"2.4969"
"USD",2018-02-01,"2.4962"
"USD",2018-02-02,"2.4749"
"USD",2018-02-03,"2.4638"
"USD",2018-02-04,"2.4638"
"USD",2018-02-05,"2.4638"
"USD",2018-02-06,"2.4637"
"USD",2018-02-07,"2.4691"
"USD",2018-02-08,"2.4681"
"USD",2018-02-09,"2.4621"
"USD",2018-02-10,"2.4501"
"USD",2018-02-11,"2.4501"
"USD",2018-02-12,"2.4501"
"USD",2018-02-13,"2.4488"
"USD",2018-02-14,"2.4427"
"USD",2018-02-15,"2.4480"
"USD",2018-02-16,"2.4592"
"USD",2018-02-17,"2.4641"
"USD",2018-02-18,"2.4641"
"USD",2018-02-19,"2.4641"
"USD",2018-02-20,"2.4638"
"USD",2018-02-21,"2.4767"
"USD",2018-02-22,"2.4686"
"USD",2018-02-23,"2.4669"
"USD",2018-02-24,"2.4671"
"USD",2018-02-25,"2.4671"
"USD",2018-02-26,"2.4671"
"USD",2018-02-27,"2.4763"
"USD",2018-02-28,"2.4795"
"USD",2018-03-01,"2.4692"
"USD",2018-03-02,"2.4649"
"USD",2018-03-03,"2.4634"
"USD",2018-03-04,"2.4634"
"USD",2018-03-05,"2.4634"
"USD",2018-03-06,"2.4585"
"USD",2018-03-07,"2.4459"
"USD",2018-03-08,"2.4462"
"USD",2018-03-09,"2.4462"
"USD",2018-03-10,"2.4462"
"USD",2018-03-11,"2.4462"
"USD",2018-03-12,"2.4462"
"USD",2018-03-13,"2.4328"
"USD",2018-03-14,"2.44"
"USD",2018-03-15,"2.4394"
"USD",2018-03-16,"2.4438"
"USD",2018-03-17,"2.4457"
"USD",2018-03-18,"2.4457"
"USD",2018-03-19,"2.4457"
"USD",2018-03-20,"2.4401"
"USD",2018-03-21,"2.4383"
"USD",2018-03-22,"2.4320"
"USD",2018-03-23,"2.4356"
"USD",2018-03-24,"2.4314"
"USD",2018-03-25,"2.4314"
"USD",2018-03-26,"2.4314"
"USD",2018-03-27,"2.4298"
"USD",2018-03-28,"2.4266"
"USD",2018-03-29,"2.4272"
"USD",2018-03-30,"2.4263"
"USD",2018-03-31,"2.4144"
"USD",2018-04-01,"2.4144"
"USD",2018-04-02,"2.4144"
"USD",2018-04-03,"2.4052"
"USD",2018-04-04,"2.3929"
"USD",2018-04-05,"2.3912"
"USD",2018-04-06,"2.4011"
"USD",2018-04-07,"2.4011"
"USD",2018-04-08,"2.4011"
"USD",2018-04-09,"2.4011"
"USD",2018-04-10,"2.4011"
"USD",2018-04-11,"2.4037"
"USD",2018-04-12,"2.4008"
"USD",2018-04-13,"2.4070"
"USD",2018-04-14,"2.4162"
"USD",2018-04-15,"2.4162"
"USD",2018-04-16,"2.4162"
"USD",2018-04-17,"2.4172"
"USD",2018-04-18,"2.4292"
"USD",2018-04-19,"2.4277"
"USD",2018-04-20,"2.4351"
"USD",2018-04-21,"2.4402"
"USD",2018-04-22,"2.4402"
"USD",2018-04-23,"2.4402"
"USD",2018-04-24,"2.4488"
"USD",2018-04-25,"2.4791"
"USD",2018-04-26,"2.4787"
"USD",2018-04-27,"2.4640"
"USD",2018-04-28,"2.4617"
"USD",2018-04-29,"2.4617"
"USD",2018-04-30,"2.4617"
"USD",2018-05-01,"2.4570"
"USD",2018-05-02,"2.4552"
"USD",2018-05-03,"2.4563"
"USD",2018-05-04,"2.4608"
"USD",2018-05-05,"2.4577"
"USD",2018-05-06,"2.4577"
"USD",2018-05-07,"2.4577"
"USD",2018-05-08,"2.4512"
"USD",2018-05-09,"2.4495"
"USD",2018-05-10,"2.4495"
"USD",2018-05-11,"2.4505"
"USD",2018-05-12,"2.4496"
"USD",2018-05-13,"2.4496"
"USD",2018-05-14,"2.4496"
"USD",2018-05-15,"2.4434"
"USD",2018-05-16,"2.4344"
"USD",2018-05-17,"2.4315"
"USD",2018-05-18,"2.44"
"USD",2018-05-19,"2.4423"
"USD",2018-05-20,"2.4423"
"USD",2018-05-21,"2.4423"
"USD",2018-05-22,"2.4365"
"USD",2018-05-23,"2.4438"
"USD",2018-05-24,"2.4491"
"USD",2018-05-25,"2.4734"
"USD",2018-05-26,"2.4805"
"USD",2018-05-27,"2.4805"
"USD",2018-05-28,"2.4805"
"USD",2018-05-29,"2.4663"
"USD",2018-05-30,"2.4717"
"USD",2018-05-31,"2.4719"
"USD",2018-06-01,"2.4664"
"USD",2018-06-02,"2.4735"
"USD",2018-06-03,"2.4735"
"USD",2018-06-04,"2.4735"
"USD",2018-06-05,"2.4558"
"USD",2018-06-06,"2.4511"
"USD",2018-06-07,"2.4464"
"USD",2018-06-08,"2.4506"
"USD",2018-06-09,"2.4538"
"USD",2018-06-10,"2.4538"
"USD",2018-06-11,"2.4538"
"USD",2018-06-12,"2.4473"
"USD",2018-06-13,"2.4569"
"USD",2018-06-14,"2.4623"
"USD",2018-06-15,"2.4628"
"USD",2018-06-16,"2.4602"
"USD",2018-06-17,"2.4602"
"USD",2018-06-18,"2.4602"
"USD",2018-06-19,"2.4586"
"USD",2018-06-20,"2.4561"
"USD",2018-06-21,"2.4573"
"USD",2018-06-22,"2.4579"
"USD",2018-06-23,"2.4578"
"USD",2018-06-24,"2.4578"
"USD",2018-06-25,"2.4578"
"USD",2018-06-26,"2.4531"
"USD",2018-06-27,"2.4559"
"USD",2018-06-28,"2.4553"
"USD",2018-06-29,"2.4535"
"USD",2018-06-30,"2.4516"
"USD",2018-07-01,"2.4516"
"USD",2018-07-02,"2.4516"
"USD",2018-07-03,"2.4469"
"USD",2018-07-04,"2.4441"
"USD",2018-07-05,"2.4474"
"USD",2018-07-06,"2.4475"
"USD",2018-07-07,"2.4460"
"USD",2018-07-08,"2.4460"
"USD",2018-07-09,"2.4460"
"USD",2018-07-10,"2.4448"
"USD",2018-07-11,"2.4422"
"USD",2018-07-12,"2.4403"
"USD",2018-07-13,"2.4401"
"USD",2018-07-14,"2.4478"
"USD",2018-07-15,"2.4478"
"USD",2018-07-16,"2.4478"
"USD",2018-07-17,"2.4479"
"USD",2018-07-18,"2.4488"
"USD",2018-07-19,"2.4546"
"USD",2018-07-20,"2.4503"
"USD",2018-07-21,"2.4417"
"USD",2018-07-22,"2.4417"
"USD",2018-07-23,"2.4417"
"USD",2018-07-24,"2.4454"
"USD",2018-07-25,"2.4476"
"USD",2018-07-26,"2.4492"
"USD",2018-07-27,"2.4526"
"USD",2018-07-28,"2.4490"
"USD",2018-07-29,"2.4490"
"USD",2018-07-30,"2.4490"
"USD",2018-07-31,"2.4474"
"USD",2018-08-01,"2.4484"
"USD",2018-08-02,"2.4482"
"USD",2018-08-03,"2.4469"
"USD",2018-08-04,"2.4484"
"USD",2018-08-05,"2.4484"
"USD",2018-08-06,"2.4484"
"USD",2018-08-07,"2.45"
"USD",2018-08-08,"2.4604"
"USD",2018-08-09,"2.4647"
"USD",2018-08-10,"2.4687"
"USD",2018-08-11,"2.5339"
"USD",2018-08-12,"2.5339"
"USD",2018-08-13,"2.5339"
"USD",2018-08-14,"2.5694"
"USD",2018-08-15,"2.6343"
"USD",2018-08-16,"2.6074"
